id,brand,gear,model,price,fuel,mileage,hp,type,geo,model_year
99535,Volkswagen,Automat,SKÅP,69700,Diesel,9 130,104,Yrkesfordon,,2009
99536,Opel,Manuell,Vivaro,55000,Diesel,22 000 - 22 499,145,Yrkesfordon,Ekerö,2011
99537,Volkswagen,Manuell,GOL,16000,Bensin,25 000 - 25 499,104,-,Söderhamn,2001
99538,BMW,Manuell,320,25000,Bensin,27 000 - 27 499,170,Sedan,Ljusdal,2001
99539,Volvo,Manuell,V70,19900,Bensin,30 000 - 34 999,170,Kombi,Karlskoga,2004
99540,Lincoln,Automat,NAVIGATOR,35000,Bensin,15 500 - 15 999,300,SUV,Gävle,2004
99541,Mazda,Manuell,RX-8,75000,Bensin,7 000 - 7 499,231,Sedan,Jönköping,2006
99542,Nissan,Manuell,MICRA,39900,Bensin,11 612,65,Halvkombi,Norrköping,2007
99543,BMW,Manuell,118,125000,Diesel,8 500 - 8 999,142,Småbil,"Malmö, Centralt Söder",2013
99544,Daewoo,Manuell,MATIZ,11500,Bensin,7 000 - 7 499,63,Småbil,Örebro,2004
99545,Saab,Automat,9-3,18000,Bensin,25 000 - 25 499,149,Sedan,Timrå,2005
99546,Toyota,Manuell,RAV4,42000,Bensin,16 000 - 16 499,125,SUV,Uppsala,2003
99547,Ford,Automat,F-150 XLT,65000,Bensin,20 500 - 20 999,201,SUV,Mora,2000
99548,Mercedes-Benz,Automat,E320,69000,Diesel,26 000,224,Sedan,,2006
99549,Opel,Manuell,Astra,8000,Bensin,30 000 - 34 999,100,Sedan,Vansbro,2000
99550,Volkswagen,Manuell,TIGUAN,195000,Bensin,5 500 - 5 999,179,SUV,Nynäshamn,2013
99551,BMW,Manuell,525,45000,Bensin,23 000 - 23 499,191,Sedan,Partille,2004
99552,BMW,Automat,440,689000,Bensin,309,326,Cab,,2018
99553,Peugeot,Manuell,206,14700,Bensin,19 900,108,Halvkombi,Tidaholm,2002
99554,Volvo,Automat,V70,112000,Diesel,21 500 - 21 999,205,Kombi,Vansbro,2010
99555,Renault,Manuell,B,8500,Bensin,13 500 - 13 999,95,Halvkombi,Falun,2002
99556,Audi,Manuell,A4,65000,Bensin,12 000 - 12 499,199,Sedan,Norrköping,2006
99557,Volvo,Manuell,V70,68000,Diesel,24 000 - 24 499,175,Kombi,Norrköping,2010
99558,Volvo,Manuell,S60,85000,Diesel,13 500 - 13 999,114,Sedan,Helsingborg,2011
99559,Hyundai,Automat,IX20,154900,Bensin,869,125,Halvkombi,Norrköping,2017
99560,BMW,Automat,650,259500,Bensin,8 050,367,Cab,,2006
99561,Ford,Manuell,FOCUS,94500,Bensin,4 647,119,Halvkombi,,2014
99562,Porsche,Manuell,CAYMAN,369900,Bensin,3 960,319,Coupé,,2009
99563,Subaru,Manuell,LEGACY,89500,Diesel,11 400,149,Sedan,Skellefteå,2009
99564,Volvo,Automat,V90,409900,Diesel,853,190,Kombi,,2018
99565,Hyundai,Manuell,IX35,114000,Bensin,10 900,163,SUV,,2011
99566,Volkswagen,Automat,CC,108500,Bensin,13 890,299,Sedan,,2009
99567,Volkswagen,Manuell,TOURAN,109000,Diesel,17 500,104,Familjebuss,,2013
99568,Peugeot,Automat,3008,257700,Bensin,0,130,SUV,,2019
99569,Jeep,Automat,WRANGLER,429900,Bensin,0,284,SUV,,2018
99570,Peugeot,Automat,2008,221400,Bensin,0,110,Kombi,,2019
99571,Volvo,Automat,V70,24900,Miljöbränsle/Hybrid,52 000,140,Kombi,,2006
99572,Mercedes-Benz,Automat,C220,20000,Diesel,26 500 - 26 999,142,Sedan,Malå,2001
99573,Volvo,Automat,S80,145000,Diesel,7 000 - 7 499,114,Sedan,Skövde,2012
99574,Volvo,Manuell,V50,155000,Bensin,15 500 - 15 999,229,Kombi,"Göteborg, Hisingen",2008
99575,Skoda,Manuell,Fabia,22000,Bensin,7 000 - 7 499,74,Halvkombi,Skärholmen-Bredäng,2004
99576,Chevrolet,Automat,AVALANCHE,79000,Bensin,29 926,273,Yrkesfordon,,2002
99577,Opel,Manuell,Mokka,94900,Diesel,14 437,130,Kombi,,2013
99578,Volvo,Automat,S60,139900,Diesel,15 500,214,Sedan,,2012
99579,Renault,Automat,MEGANE,64500,Diesel,13 700,110,Halvkombi,Skellefteå,2010
99580,Citroën,Manuell,Jump,148750,Diesel,8 750,149,Yrkesfordon,,2012
99581,BMW,Manuell,116,228000,Diesel,1 072,115,Halvkombi,,2018
99582,Fiat,Manuell,TALENTO,362375,Diesel,1,125,Yrkesfordon,,2018
99583,Subaru,Automat,IMPREZA,249900,Bensin,502,156,Sedan,,2018
99584,BMW,Manuell,318,28000,Bensin,18 000 - 18 499,142,Kombi,Sundbyberg,2003
99585,Citroën,Manuell,Xsara,9000,Bensin,25 500 - 25 999,136,Kombi,Skinnskatteberg,2001
99586,Ford,Manuell,KUGA,150000,Diesel,8 000 - 8 499,163,SUV,Norrtälje,2013
99587,Citroën,Automat,C4,64500,Diesel,13 585,111,Halvkombi,,2011
99588,Volkswagen,Manuell,PASSAT,36000,Diesel,20 000 - 20 499,140,Kombi,Ljusdal,2007
99589,Ford,Manuell,FOCUS,211400,Bensin,0,125,Halvkombi,Hässleholm,2018
99590,Nissan,Manuell,370Z,240000,Bensin,3 500 - 3 999,327,Coupé,Vetlanda,2011
99591,Nissan,Automat,NAVARA,349875,Diesel,1,190,Yrkesfordon,,2018
99592,Volkswagen,Manuell,GOL,20000,Diesel,19 000 - 19 499,100,Halvkombi,Kista-Hässelby-Vällingby-Spånga,2003
99593,BMW,Automat,M4,1054085,Bensin,0,450,Coupé,,2019
99594,Volvo,Manuell,C30,68900,Diesel,12 194,136,Halvkombi,,2009
99595,Ford,Manuell,FOCUS,109500,Diesel,2 400,104,Kombi,,2015
99596,Volkswagen,Manuell,GOL,194900,Bensin,1,115,Halvkombi,,2019
99597,Volvo,Automat,S60,22000,Bensin,27 500 - 27 999,199,Sedan,"Göteborg, Hisingen",2003
99598,Audi,Manuell,A4,142500,Diesel,13 120,149,Kombi,Eslöv,2015
99599,Ford,Manuell,FOCUS,210800,Bensin,1,125,Halvkombi,,2018
99600,Audi,Automat,A3,249800,Miljöbränsle/Hybrid,5 900,149,Halvkombi,,2016
99601,Volkswagen,Manuell,UP,79900,Bensin,5 600,74,Halvkombi,,2014
99602,BMW,Automat,318,269900,Diesel,1 614,149,Sedan,,2018
99603,Volvo,Manuell,V40,139900,Diesel,10 788,149,Halvkombi,,2015
99604,Mercedes-Benz,Automat,C200,29500,Diesel,21 000 - 21 499,122,Sedan,"Malmö, Öster",2004
99605,Peugeot,Manuell,3008,104000,Bensin,4 000 - 4 499,119,SUV,Trollhättan,2014
99606,Peugeot,Manuell,207,49500,Bensin,12 355,119,Cab,,2007
99607,Kia,Automat,SPORTAGE,229000,Diesel,8 452,184,SUV,,2016
99608,Renault,Manuell,KA,189900,Diesel,0,89,Yrkesfordon,,2018
99609,Volvo,Automat,XC60,126900,Diesel,16 800,163,SUV,,2009
99610,Renault,Manuell,KA,189900,Diesel,0,89,Yrkesfordon,,2018
99611,Saab,Manuell,9-5,39900,Bensin,19 600,184,Kombi,,2008
99612,Renault,Manuell,KA,189900,Diesel,0,89,Yrkesfordon,,2018
99613,Peugeot,Manuell,3008,273700,Bensin,0,130,SUV,,2019
99614,Peugeot,Manuell,206,40000,Bensin,7 948,136,Cab,,2002
99615,BMW,Automat,525,70000,Bensin,18 500 - 18 999,217,Kombi,Varberg,2006
99616,Volvo,Automat,V70,239000,Diesel,6 300,180,Kombi,Hudiksvall,2016
99617,Mercedes-Benz,Automat,C220,445900,Diesel,1,194,Kombi,,2019
99618,Opel,Manuell,Corsa,74900,Bensin,5 053,85,Halvkombi,,2014
99619,Ford,Manuell,COURIER,146411,Diesel,0,74,Yrkesfordon,Hässleholm,2017
99620,Renault,Manuell,KA,189000,Diesel,0,89,Yrkesfordon,,2018
99621,Volkswagen,Manuell,PASSAT,34000,Bensin,18 500 - 18 999,199,Kombi,Värnamo,2006
99622,Renault,Manuell,KA,189900,Diesel,0,89,Yrkesfordon,,2018
99623,Mitsubishi,Automat,ECLIPSE,299800,Bensin,0,163,SUV,,2018
99624,Volvo,Manuell,V40,189000,Diesel,5 797,199,Halvkombi,Växjö,2016
99625,Opel,Manuell,Astra,68900,Bensin,6 500 - 6 999,115,Halvkombi,Eskilstuna,2010
99626,Land Rover,Manuell,DISCOVERY,49000,Diesel,35 000 - 39 999,190,SUV,Vadstena,2005
99627,Opel,Manuell,Insignia,99000,Diesel,11 700,160,Halvkombi,Kinda,2010
99628,BMW,Automat,330,461400,Bensin,0,251,Kombi,,2019
99629,Mitsubishi,Automat,ECLIPSE,299800,Bensin,0,163,SUV,,2018
99630,Volvo,Automat,V70,109900,Diesel,15 861,163,Kombi,Haninge,2011
99631,Volvo,Automat,V60,399900,Miljöbränsle/Hybrid,0,163,Kombi,,2018
99632,Mercedes-Benz,Automat,VITO,391125,Diesel,1,163,Yrkesfordon,Helsingborg,2018
99633,Peugeot,Manuell,2008,153400,Bensin,0,82,SUV,,2018
99634,Peugeot,Manuell,2008,153400,Bensin,0,82,SUV,,2018
99635,Opel,Manuell,Insignia,129000,Diesel,6 500,160,Sedan,Kinda,2012
99636,Opel,Manuell,Corsa,140800,Bensin,5,100,Halvkombi,Mellerud,2019
99637,Volkswagen,Manuell,CRAFTER,259900,Diesel,800,163,Yrkesfordon,,2016
99638,Mercedes-Benz,Automat,VITO,391125,Diesel,1,163,Yrkesfordon,Helsingborg,2018
99639,Hyundai,Manuell,SANTA FE,99900,Bensin,13 900,174,SUV,,2010
99640,Mercedes-Benz,Automat,B200,239000,Diesel,5 500,136,Halvkombi,,2016
99641,Dodge,Automat,RAM,512375,Bensin,1,401,Yrkesfordon,Helsingborg,2018
99642,Renault,Automat,KA,189900,Bensin,0,114,Yrkesfordon,,2018
99643,Mercedes-Benz,Automat,VITO,391125,Diesel,1,163,Yrkesfordon,Helsingborg,2018
99644,Renault,Manuell,KA,175000,Diesel,0,74,Yrkesfordon,,2018
99645,BMW,Automat,M3,519000,Bensin,2 990,431,Coupé,,2015
99646,BMW,Automat,420,346700,Diesel,10,190,Halvkombi,Solna,2018
99647,Citroën,Manuell,Berling,1990,Diesel,0,74,Yrkesfordon,,2018
99648,BMW,Automat,320,372900,Bensin,0,183,Kombi,,2019
99649,Renault,Automat,KA,194000,Diesel,0,110,Yrkesfordon,,2018
99650,Citroën,Manuell,Berling,149875,Diesel,0,74,Yrkesfordon,,2018
99651,Renault,Manuell,MASTER,199100,Diesel,3 857,130,Yrkesfordon,Värnamo,2017
99652,Renault,Manuell,CAPTUR,135000,Bensin,1 695,89,Halvkombi,Växjö,2016
99653,Opel,Manuell,Vivaro,286250,Diesel,0,125,Yrkesfordon,,2019
99654,SEAT,Manuell,LEON,117900,Bensin,8 155,110,Kombi,,2015
99655,Opel,Manuell,Vivaro,286250,Diesel,0,125,Yrkesfordon,,2019
99656,Toyota,Manuell,YARIS,89900,Bensin,1 700,99,Halvkombi,Hägersten-Liljeholmen,2012
99657,Volvo,Manuell,V50,59900,Diesel,18 999,136,Kombi,,2008
99658,Volvo,Automat,XC40,383800,Diesel,0,190,Sedan,Ludvika,2019
99659,Dacia,Manuell,Logan,139300,Bensin,0,89,Kombi,Ludvika,2018
99660,Volvo,Manuell,V70,24800,Bensin,28 700,140,Kombi,,2003
99661,Opel,Manuell,Vivaro,286250,Diesel,0,125,Yrkesfordon,,2019
99662,Kia,Automat,OPTIMA,243000,Diesel,4 030,141,Kombi,,2017
99663,Volvo,Manuell,V40,179400,Diesel,3 700,149,Kombi,Örnsköldsvik,2017
99664,Volvo,Automat,S40,69900,Diesel,14 100,179,Sedan,,2008
99665,Volvo,Manuell,S60,14000,Bensin,15 500 - 15 999,250,Sedan,Håbo,2001
99666,Volkswagen,Manuell,CC,98000,Diesel,11 500 - 11 999,140,Coupé,Lindesberg,2011
99667,Fiat,Manuell,TALENTO,286125,Diesel,1,125,Yrkesfordon,,2018
99668,Kia,Automat,OPTIMA,424800,Miljöbränsle/Hybrid,0,156,Kombi,,2018
99669,Opel,Manuell,Vivaro,286250,Diesel,0,125,Yrkesfordon,,2019
99670,Kia,Automat,NIRO,258700,Miljöbränsle/Hybrid,0,104,SUV,,2018
99671,BMW,Automat,420,368700,Diesel,725,190,Coupé,,2018
99672,Ford,Manuell,ECOSPORT,203900,Diesel,1,125,SUV,Uppsala,2018
99673,Mercedes-Benz,Automat,X-KLASSE,437375,Diesel,999,190,Yrkesfordon,,2018
99674,BMW,Manuell,116,208700,Diesel,1 330,115,Halvkombi,,2017
99675,BMW,Automat,520,601500,Diesel,1,190,Kombi,,2019
99676,Mitsubishi,Automat,OUTLANDER,473900,Miljöbränsle/Hybrid,0,134,SUV,,2019
99677,Volvo,Manuell,C70,209900,Diesel,10 089,180,Kombi,,2016
99678,Peugeot,Manuell,5008,300560,Bensin,0,130,SUV,,2019
99679,Renault,Manuell,CAPTUR,144900,Bensin,2 649,89,-,,2017
99680,Chevrolet,Manuell,C6,349000,Bensin,5 579,403,Cab,,2007
99681,Volvo,Manuell,V60,218900,Diesel,5 384,190,Kombi,,2016
99682,Peugeot,Manuell,5008,300560,Bensin,0,130,SUV,,2019
99683,Volvo,Manuell,S40,24000,Bensin,25 000 - 25 499,170,Sedan,Katrineholm,2004
99684,Peugeot,Automat,5008,294460,Diesel,0,119,SUV,,2019
99685,Renault,Automat,TALISMAN,345100,Diesel,0,160,Kombi,Norrköping,2017
99686,Saab,Manuell,9-5,18000,Miljöbränsle/Hybrid,25 500 - 25 999,149,Kombi,Mölndal,2006
99687,Renault,Manuell,CAPTUR,139900,Bensin,3 215,89,Halvkombi,,2017
99688,Fiat,Manuell,500,159900,Bensin,1,145,Halvkombi,,2019
99689,Peugeot,Manuell,2008,149900,Bensin,0,82,SUV,,2018
99690,Opel,Manuell,Astra,79900,Diesel,7 200,125,Kombi,,2012
99691,Peugeot,Manuell,2008,149900,Bensin,0,82,SUV,,2018
99692,Toyota,Automat,AVENSIS,35000,Bensin,24 000 - 24 499,163,Kombi,Gävle,2005
99693,Fiat,Manuell,500,164900,Bensin,1,145,Halvkombi,,2019
99694,Mercedes-Benz,Automat,E200,372000,Diesel,0,149,Kombi,Alingsås,2019
99695,Renault,Manuell,CLIO,2667,Bensin,3 500 - 3 999,89,Halvkombi,Kungsbacka,2017
99696,Volvo,Manuell,V70,24500,Bensin,30 400,140,Kombi,Tidaholm,2003
99697,Honda,Manuell,RD1,10900,Bensin,30 000,127,SUV,,2000
99698,Fiat,Manuell,500,164900,Bensin,1,145,Halvkombi,,2019
99699,Mazda,Manuell,3,209900,Bensin,0,121,Halvkombi,,2018
99700,Volvo,Automat,V70,52900,Diesel,17 000,184,Kombi,"Göteborg, Östra Centrum",2006
99701,Ford,Manuell,FUSION,12500,Bensin,25 000 - 25 499,80,Småbil,Uddevalla,2003
99702,Volkswagen,Manuell,CADDY,69900,Miljöbränsle/Hybrid,6 300,108,Yrkesfordon,,2011
99703,Fiat,Manuell,500,69900,Bensin,8 892,69,Cab,,2011
99704,Mercedes-Benz,Automat,E220,5500,Diesel,Mer än 50 000,136,Kombi,Pajala,2000
99705,Volkswagen,Manuell,PASSAT,11500,Bensin,29 500 - 29 999,149,-,Arboga,2002
99706,Hyundai,Manuell,I30,184900,Bensin,0,140,Kombi,,2018
99707,Subaru,Automat,LEGACY,59000,Bensin,24 454,244,Kombi,,2005
99708,BMW,Automat,320,328900,Diesel,157,190,Halvkombi,,2018
99709,Volvo,Manuell,V40,145000,Diesel,8 500 - 8 999,176,Halvkombi,Kristianstad,2013
99710,Mercedes-Benz,Automat,A180,133900,Diesel,14 300,108,Halvkombi,Härryda,2013
99711,Volvo,Manuell,V70,22500,Diesel,41 400,130,Kombi,Tidaholm,2005
99712,Skoda,Automat,Superb,89000,Diesel,14 000 - 14 499,140,Kombi,Luleå,2010
99713,Renault,Manuell,CAPTUR,117900,Bensin,4 260,89,SUV,,2016
99714,Volvo,Automat,V70,69000,Diesel,23 000,175,Kombi,,2010
99715,Volvo,Automat,XC90,50000,Diesel,35 000 - 39 999,163,SUV,Hedemora,2005
99716,Volvo,Automat,C70,64900,Bensin,19 500,209,Kombi,,2006
99717,Honda,Manuell,ACCORD,124900,Diesel,10 593,179,Kombi,,2014
99718,Hyundai,Manuell,IX20,97000,Bensin,8 600,123,Halvkombi,,2013
99719,BMW,Automat,520,550500,Diesel,0,190,Sedan,,2019
99720,Peugeot,Manuell,308,129900,Diesel,734,99,Halvkombi,,2016
99721,Honda,Manuell,ACCORD,20000,Bensin,23 759,190,Kombi,Gävle,2005
99722,BMW,Automat,X3,593400,Diesel,0,190,Kombi,,2018
99723,Ford,Manuell,TRANSIT,297375,Diesel,0,104,Yrkesfordon,Sollentuna,2018
99724,Land Rover,Automat,SPORT,349900,Diesel,9 800,255,SUV,,2013
99725,Ford,Manuell,TRANSIT,243625,Diesel,0,100,Yrkesfordon,Sollentuna,2018
99726,Mitsubishi,Automat,OUTLANDER,304900,Diesel,0,149,SUV,,2018
99727,BMW,Automat,320,373600,Diesel,0,190,Kombi,,2019
99728,Ford,Manuell,TRANSIT,248625,Diesel,0,100,Yrkesfordon,Sollentuna,2018
99729,Skoda,Manuell,Octavia,83000,Bensin,8 000 - 8 499,122,Kombi,Bromma,2012
99730,Cadillac,Automat,ESCALADE,849000,Bensin,2,425,SUV,Helsingborg,2017
99731,Ford,Manuell,TRANSIT,321125,Diesel,0,130,Yrkesfordon,Sollentuna,2018
99732,Opel,Manuell,Astra,76900,Diesel,14 500,130,Kombi,,2012
99733,Toyota,Manuell,RAV4,249000,Bensin,2 805,152,SUV,Borås,2017
99734,Ford,Manuell,TRANSIT,249875,Diesel,0,119,Yrkesfordon,Sollentuna,2018
99735,Fiat,Manuell,DOBL,214875,Diesel,0,104,Yrkesfordon,,2018
99736,Ford,Automat,RANGER,325000,Diesel,4 500 - 4 999,199,Yrkesfordon,"Malmö, Centralt Norr",2016
99737,BMW,Automat,320,372900,Bensin,0,183,Kombi,,2019
99738,Ford,Automat,TRANSIT,340000,Diesel,0,130,Yrkesfordon,Sollentuna,2018
99739,Ford,Manuell,TRANSIT,289875,Diesel,0,104,Yrkesfordon,Sollentuna,2018
99740,Ford,Manuell,TRANSIT,297375,Diesel,0,104,Yrkesfordon,Sollentuna,2018
99741,Ford,Manuell,TRANSIT,297375,Diesel,0,104,Yrkesfordon,Sollentuna,2018
99742,Ford,Manuell,TRANSIT,249875,Diesel,0,119,Yrkesfordon,Sollentuna,2018
99743,Fiat,Manuell,TALENTO,273625,Diesel,0,125,Yrkesfordon,,2018
99744,Ford,Manuell,TRANSIT,248625,Diesel,0,100,Yrkesfordon,Sollentuna,2018
99745,Ford,Manuell,TRANSIT,243625,Diesel,0,100,Yrkesfordon,Sollentuna,2018
99746,Cadillac,Automat,ESCALADE,879900,Bensin,3,425,SUV,Helsingborg,2017
99747,Ford,Manuell,MONDEO,169500,Diesel,3 100,119,Kombi,,2016
99748,Toyota,Manuell,HIACE,74000,Diesel,18 575,116,Familjebuss,,2008
99749,Volkswagen,Manuell,POLO,171700,Bensin,0,95,Halvkombi,,2019
99750,Audi,Manuell,A6,27950,Bensin,30 000 - 34 999,176,Sedan,Norrköping,2005
99751,Renault,Automat,KA,189900,Bensin,0,114,Yrkesfordon,,2018
99752,Audi,Manuell,A3,229000,Bensin,650,149,Halvkombi,,2018
99753,Audi,Automat,A4,289000,Diesel,1 900,149,Kombi,Ystad,2017
99754,Ford,Manuell,TRANSIT,321125,Diesel,0,130,Yrkesfordon,Sollentuna,2018
99755,Volvo,Automat,V70,59900,Bensin,19 300,170,Kombi,Uppsala,2007
99756,Volvo,Manuell,S40,18000,Bensin,25 500 - 25 999,140,Sedan,Hässleholm,2004
99757,Ford,Manuell,TRANSIT,249875,Diesel,0,119,Yrkesfordon,Sollentuna,2018
99758,Volkswagen,Manuell,SKÅP,65000,Diesel,29 000 - 29 499,140,Yrkesfordon,Sunne,2010
99759,Audi,Automat,A7,229000,Diesel,13 500 - 13 999,244,Halvkombi,Piteå,2011
99760,BMW,Automat,330,489000,Diesel,1,258,Halvkombi,,2017
99761,BMW,Automat,535,319000,Diesel,9 990,312,Sedan,,2014
99762,BMW,Automat,540,729000,Bensin,1 360,340,Kombi,,2018
99763,Lexus,Automat,CT200,239000,Miljöbränsle/Hybrid,1 188,99,Halvkombi,Skärholmen-Bredäng,2017
99764,Ford,Manuell,TRANSIT,289875,Diesel,0,104,Yrkesfordon,Sollentuna,2018
99765,Alfa Romeo,Automat,GIULIETTA,249900,Bensin,0,240,Halvkombi,,2018
99766,Audi,Manuell,A4,118000,Diesel,11 000 - 11 499,170,Sedan,Enköping,2011
99767,Skoda,Manuell,Octavia,17000,Bensin,19 000 - 19 499,102,Sedan,Årjäng,2005
99768,Ford,Manuell,TRANSIT,243625,Diesel,0,100,Yrkesfordon,Sollentuna,2018
99769,Volvo,Manuell,V40,195000,Diesel,807,119,Halvkombi,Hudiksvall,2017
99770,Volvo,Manuell,V40,195800,Bensin,1 207,152,Halvkombi,,2018
99771,Peugeot,Automat,PARTNER,204900,El,0,66,Yrkesfordon,,2018
99772,Fiat,Manuell,DOBL,74500,Diesel,8 400,89,Yrkesfordon,,2014
99773,BMW,Automat,X3,310000,Diesel,13 000,258,Sedan,Värnamo,2015
99774,Mercedes-Benz,Manuell,VITO,308655,Diesel,1,114,Yrkesfordon,Jönköping,2018
99775,Suzuki,Automat,SX4,185900,Diesel,2 859,119,Halvkombi,,2015
99776,BMW,Automat,218,337900,Bensin,2,140,Familjebuss,,2019
99777,BMW,Automat,430,359900,Bensin,3 390,251,Sedan,,2017
99778,Ford,Manuell,ECOSPORT,204900,Bensin,0,125,-,Sundsvall,2018
99779,Volvo,Manuell,V40,164500,Diesel,5 632,119,Halvkombi,,2016
99780,Ford,Manuell,TRANSIT,248625,Diesel,0,100,Yrkesfordon,,2018
99781,Ford,Manuell,TRANSIT,243625,Diesel,0,100,Yrkesfordon,Sollentuna,2018
99782,Ford,Manuell,ECOSPORT,209900,Bensin,0,125,-,Sundsvall,2018
99783,Ford,Manuell,TRANSIT,324632,Diesel,0,130,Yrkesfordon,Sollentuna,2018
99784,Hyundai,Automat,I40,239900,Diesel,1 700,141,Kombi,Värnamo,2017
99785,Ford,Manuell,FOCUS,209900,Bensin,0,125,Halvkombi,Sundsvall,2019
99786,Ford,Automat,GALAXY,229000,Diesel,6 478,149,Kombi,,2016
99787,Volvo,Automat,XC90,799900,Diesel,0,235,SUV,,2019
99788,Volvo,Manuell,V70,139000,Diesel,13 000,214,Kombi,,2012
99789,Volvo,Automat,C70,269500,Diesel,10 202,214,Kombi,,2015
99790,Ford,Manuell,TRANSIT,243625,Diesel,0,100,Yrkesfordon,Sollentuna,2018
99791,Volvo,Automat,S60,155000,Diesel,12 831,180,Sedan,,2014
99792,Honda,Automat,CIVIC,219500,Bensin,1,126,Halvkombi,,2018
99793,Ford,Automat,KUGA,209000,Diesel,6 787,179,Kombi,,2015
99794,Volvo,Automat,V70,32900,Bensin,22 422,170,Kombi,,2004
99795,Volvo,Automat,V40,189000,Bensin,6 473,122,Halvkombi,,2017
99796,Ford,Manuell,TRANSIT,289875,Diesel,0,104,Yrkesfordon,Sollentuna,2018
99797,Ford,Manuell,TRANSIT,289875,Diesel,0,104,Yrkesfordon,Sollentuna,2018
99798,Volvo,Automat,S60,254000,Diesel,6 150,199,Sedan,Katarina-Sofia,2017
99799,Volvo,Manuell,V40,192900,Diesel,6 315,149,Halvkombi,,2017
99800,Volvo,Automat,S90,319000,Diesel,2 461,149,Sedan,,2018
99801,Ford,Manuell,KUGA,169500,Bensin,2 846,149,Kombi,,2016
99802,Renault,Automat,MEGANE,229000,Bensin,811,131,Kombi,,2018
99803,Volvo,Manuell,V40,209000,Diesel,2 622,119,Halvkombi,,2018
99804,Ford,Manuell,TRANSIT,297375,Diesel,0,104,Yrkesfordon,Sollentuna,2018
99805,BMW,Automat,525,59000,Bensin,19 000,191,Sedan,,2005
99806,Volvo,Automat,V60,329000,Diesel,2 943,190,Kombi,,2018
99807,Ford,Manuell,TRANSIT,323372,Diesel,0,130,Yrkesfordon,,2018
99808,Saab,Manuell,9-3,59900,Bensin,16 000,149,Kombi,,2008
99809,Ford,Manuell,TRANSIT,323372,Diesel,0,130,Yrkesfordon,,2018
99810,Volvo,Automat,XC60,285900,Diesel,6 400,190,Kombi,,2017
99811,Volvo,Automat,V60,179000,Diesel,13 300,190,Kombi,Alingsås,2017
99812,Cadillac,Automat,ESCALADE,849000,Bensin,2,425,SUV,Helsingborg,2018
99813,Ford,Manuell,MONDEO,99300,Diesel,6 757,115,Kombi,,2011
99814,Kia,Manuell,CEED,139900,Diesel,2 680,136,Halvkombi,,2017
99815,Volkswagen,Automat,GOL,277300,Bensin,0,179,Kombi,,2018
99816,Ford,Automat,KUGA,357900,Diesel,1,179,SUV,Uppsala,2018
99817,Saab,Automat,9-3,216000,Bensin,4 610,220,Sedan,,2014
99818,Volvo,Automat,S60,299000,Diesel,931,190,Sedan,,2018
99819,Ford,Automat,ECOSPORT,178900,Bensin,1,125,SUV,Uppsala,2018
99820,Ford,Manuell,TRANSIT,310000,Diesel,1,130,Yrkesfordon,Uppsala,2018
99821,Ford,Automat,TRANSIT,343750,Diesel,1,130,Yrkesfordon,Uppsala,2018
99822,BMW,Automat,X1,339000,Diesel,1 800,190,SUV,,2018
99823,Audi,Manuell,A4,29900,Bensin,18 700,149,Kombi,,2003
99824,Renault,Manuell,CLIO,162800,Bensin,0,89,Halvkombi,,2018
99825,Citroën,Manuell,C4,159000,Diesel,8 000,119,Kombi,Arvidsjaur,2015
99826,Opel,Automat,Zafira,42000,Diesel,22 000,149,Familjebuss,,2009
99827,Mercedes-Benz,Automat,A200,269900,Bensin,4 999,156,Coupé,Kävlinge,2015
99828,Jeep,Manuell,COMPASS,99800,Diesel,11 422,163,Kombi,,2012
99829,Mercedes-Benz,Automat,CLA220,329900,Diesel,1 643,176,Coupé,,2018
99830,Volkswagen,Manuell,CRAFTER,309000,Diesel,4 200,163,Yrkesfordon,,2015
99831,Volvo,Manuell,V70,0,Diesel,40 000 - 44 999,130,Kombi,Örnsköldsvik,2002
99832,Peugeot,Manuell,306,2500,Diesel,23 500 - 23 999,89,Kombi,Lycksele,2000
99833,Fiat,Manuell,DOBL,10000,Bensin,25 000 - 25 499,103,Familjebuss,"Göteborg, Västra Göteborg",2002
99834,Saab,Manuell,9-3,24900,Diesel,27 500 - 27 999,149,Kombi,Motala,2006
99835,Ford,Manuell,KUGA,238900,Diesel,0,119,SUV,Hässleholm,2018
99836,Alfa Romeo,Manuell,GIULIETTA,68700,Diesel,16 500 - 16 999,140,-,Linköping,2011
99837,Kia,Manuell,CEED,59000,Diesel,13 300,114,Halvkombi,Umeå,2007
99838,BMW,Automat,120,129000,Diesel,14 500,176,Cab,Kungälv,2008
99839,Audi,Manuell,A4,26000,Bensin,22 000 - 22 499,163,Kombi,Sundsvall,2004
99840,Volvo,Manuell,S60,29900,Bensin,17 300,140,Sedan,,2001
99841,Nissan,Manuell,QASHQAI,199900,Bensin,1,115,SUV,Kungälv,2018
99842,Volvo,Manuell,V50,35000,Diesel,23 000 - 23 499,108,Kombi,Salem,2007
99843,Mini,Automat,COOPER,298700,Bensin,820,191,Cab,Solna,2017
99844,Renault,Manuell,MASTER,149800,Diesel,6 800,125,Yrkesfordon,Kristianstad,2014
99845,Opel,Automat,Insignia,219000,Diesel,2 040,170,Kombi,Borås,2016
99846,BMW,Automat,520,406700,Diesel,750,190,Kombi,,2018
99847,Audi,Manuell,A6,89000,Diesel,17 100,136,Kombi,,2010
