id,brand,gear,model,price,fuel,mileage,hp,type,geo,model_year
106963,Toyota,Manuell,YARIS,20000,Bensin,10 500 - 10 999,68,Småbil,Kristinehamn,2001
106964,Nissan,Manuell,PRIMERA,16600,Bensin,17 400,115,Kombi,Kungsbacka,2005
106965,Audi,Automat,A6,55000,Diesel,19 500 - 19 999,179,Kombi,Härryda,2008
106966,Toyota,Automat,HILUX,249000,Diesel,6 500 - 6 999,171,Yrkesfordon,Boden,2015
106967,Chevrolet,Automat,UPLANDER,25000,Bensin,18 000 - 18 499,240,Familjebuss,Österåker,2008
106968,Skoda,Manuell,Octavia,75000,Bensin,7 500 - 7 999,102,Kombi,Södertälje,2010
106969,Peugeot,Manuell,307,10000,Bensin,21 000 - 21 499,108,Halvkombi,Krokom,2005
106970,Volkswagen,Automat,SKÅP,25000,Diesel,29 000 - 29 499,104,Yrkesfordon,Solna,2009
106971,Volkswagen,Manuell,PASSAT,7000,Bensin,28 500 - 28 999,149,Kombi,Gävle,2000
106972,Volkswagen,Manuell,POLO,78000,Bensin,4 500 - 4 999,85,Småbil,Örnsköldsvik,2014
106973,GMC,Automat,SIERRA,156000,Diesel,28 000 - 28 499,304,Yrkesfordon,Luleå,2002
106974,Suzuki,Manuell,SWIFT,20000,Bensin,18 500 - 18 999,91,Småbil,Ronneby,2005
106975,Mercedes-Benz,Automat,C220,489000,Diesel,0,170,SUV,,2019
106976,Jaguar,Automat,XK,129900,Bensin,10 500,240,Cab,,2001
106977,Renault,Manuell,TRAFIC,273750,Diesel,0,125,Yrkesfordon,Örebro,2018
106978,Volkswagen,Manuell,PASSAT,29500,Bensin,18 700,149,Kombi,Tidaholm,2007
106979,Saab,Manuell,9-3,19900,Bensin,28 900,149,Kombi,,2006
106980,Volvo,Automat,V40,219900,Diesel,5 370,149,Halvkombi,,2018
106981,Renault,Automat,ZOE,105900,El,4 466,88,Halvkombi,Örebro,2016
106982,Volvo,Automat,V90,382900,Diesel,0,190,Kombi,Norrköping,2019
106983,Volkswagen,Automat,GOL,319000,Bensin,500 - 999,300,Kombi,Sigtuna,2017
106984,Kia,Manuell,SORENTO,19000,Bensin,20 000 - 20 499,138,SUV,"Göteborg, Östra Göteborg",2006
106985,Honda,Automat,CR-V,67900,Bensin,19 500 - 19 999,149,SUV,Helsingborg,2008
106986,Volvo,Manuell,V40,88000,Diesel,20 000 - 20 499,114,Halvkombi,Karlstad,2014
106987,Nissan,Manuell,NOTE,75000,Bensin,6 930,80,Halvkombi,Arvika,2014
106988,Citroën,Manuell,C3,119900,Bensin,1 625,81,Halvkombi,,2017
106989,Kia,Automat,SORENTO,338900,Diesel,5 602,199,SUV,,2017
106990,Renault,Manuell,MEGANE,217900,Bensin,0,140,Kombi,,2018
106991,Renault,Manuell,TRAFIC,273750,Diesel,0,125,Yrkesfordon,Örebro,2018
106992,Volvo,Automat,V90,399900,Diesel,1 189,190,Kombi,Norrköping,2018
106993,Volkswagen,Automat,TOUAREG,99000,Diesel,16 000,174,SUV,,2009
106994,Mazda,Manuell,3,40000,Bensin,11 500 - 11 999,104,Halvkombi,Eskilstuna,2006
106995,Opel,Manuell,RAK,16000,Bensin,28 500 - 28 999,175,Kombi,Borås,2004
106996,BMW,Automat,330,10000,Diesel,30 000 - 34 999,183,Kombi,Sjöbo,2001
106997,Toyota,Manuell,AVENSIS,89900,Bensin,14 300,146,Kombi,,2011
106998,Mazda,Manuell,2,129900,Bensin,9 150,164,Sedan,,2013
106999,Volvo,Manuell,V40,204900,Diesel,5 813,149,Halvkombi,,2018
107000,SEAT,Automat,LEON,154900,Bensin,7 184,149,Kombi,,2016
107001,Volvo,Automat,XC60,332900,Diesel,2 142,190,Kombi,Örebro,2017
107002,Volvo,Automat,V60,238900,Diesel,6 465,190,Kombi,Norrköping,2016
107003,Volvo,Manuell,V50,19900,Diesel,26 100,136,Kombi,,2007
107004,Opel,Automat,Vectra,14500,Diesel,25 000 - 25 499,149,Kombi,Båstad,2008
107005,Volvo,Automat,V60,294900,Diesel,1 900,190,Kombi,,2017
107006,BMW,Automat,340,429000,Bensin,1 376,326,Kombi,,2017
107007,Volkswagen,Automat,PASSAT,149000,Diesel,6 022,176,Sedan,,2014
107008,BMW,Manuell,X3,58900,Diesel,22 299,149,SUV,,2005
107009,Peugeot,Manuell,206,27500,Bensin,11 600,74,Halvkombi,,2007
107010,Volvo,Automat,XC60,194900,Diesel,12 011,229,SUV,Lomma,2013
107011,Subaru,Automat,LEGACY,189000,Diesel,8 384,149,Kombi,,2015
107012,BMW,Automat,X1,119900,Diesel,9 800,176,SUV,,2010
107013,Renault,Manuell,TRAFIC,273750,Diesel,0,125,Yrkesfordon,Örebro,2018
107014,Volvo,Manuell,V40,154900,Diesel,3 626,119,Halvkombi,Norrköping,2016
107015,Volkswagen,Manuell,GOL,25000,Bensin,18 500 - 18 999,102,Halvkombi,Örnsköldsvik,2005
107016,Volkswagen,Manuell,GOL,18500,Bensin,19 000 - 19 499,102,-,Torsås,2005
107017,Ford,Manuell,C-MAX,44000,Miljöbränsle/Hybrid,20 035,125,Familjebuss,,2009
107018,Chrysler,Automat,300,62000,Diesel,35 000 - 39 999,217,Kombi,Krokom,2007
107019,Volkswagen,Manuell,GOL,114500,Bensin,6 020,104,Halvkombi,,2013
107020,Saab,Manuell,9-3,27500,Bensin,22 000,209,Sedan,Gotland,2006
107021,Hyundai,Automat,I30,129900,Bensin,3 700,134,Kombi,Kungälv,2014
107022,Ford,Manuell,TOURNEO,99000,Diesel,33 000,155,Familjebuss,Västerås,2014
107023,Audi,Automat,A4,149900,Diesel,16 800,176,Kombi,,2014
107024,Mitsubishi,Automat,GRANDIS,24500,Bensin,26 200,164,Familjebuss,Tidaholm,2005
107025,Land Rover,Automat,RANGE ROVER,109000,Diesel,16 400,190,SUV,Örebro,2006
107026,Volkswagen,Manuell,POLO,17000,Bensin,18 500 - 18 999,74,Halvkombi,Kristianstad,2003
107027,Ford,Manuell,FIESTA,28000,Bensin,14 520,69,Halvkombi,,2007
107028,Nissan,Manuell,MICRA,9490,Bensin,16 500,74,Halvkombi,,2000
107029,Jeep,Automat,WRANGLER,359900,Bensin,1 141,284,SUV,,2017
107030,Peugeot,Manuell,306,8900,Bensin,15 700,110,Kombi,Eskilstuna,2001
107031,Kia,Automat,NIRO,194900,Miljöbränsle/Hybrid,1 651,104,SUV,Halmstad,2018
107032,Volkswagen,Manuell,GOL,8900,Bensin,29 000 - 29 499,115,Kombi,Falkenberg,2001
107033,Mazda,Automat,3,189000,Diesel,6 400,104,Halvkombi,Skara,2016
107034,Volvo,Automat,V90,429000,Bensin,1 744,250,Kombi,,2018
107035,Nissan,Automat,QASHQAI,245800,Bensin,0,115,SUV,,2018
107036,Porsche,Automat,911,1339000,Bensin,1 960,476,Coupé,,2016
107037,Mercedes-Benz,Automat,C300,299900,Miljöbränsle/Hybrid,8 598,204,Kombi,,2015
107038,Audi,Manuell,Q3,239900,Diesel,3 150,149,SUV,,2016
107039,Volvo,Automat,C70,254900,Diesel,5 995,180,Kombi,Örebro,2016
107040,Mercedes-Benz,Automat,E220,439000,Diesel,2 600,194,Kombi,,2018
107041,Volvo,Manuell,S60,47900,Bensin,14 610,209,Sedan,,2004
107042,Audi,Manuell,A5,157500,Diesel,12 200,149,Halvkombi,,2014
107043,Volkswagen,Automat,CADDY,294900,Diesel,550,149,Kombi,,2018
107044,Volvo,Automat,V70,109900,Diesel,15 908,163,Kombi,,2011
107045,Toyota,Manuell,YARIS,129900,Bensin,310,111,Halvkombi,,2018
107046,Volvo,Automat,XC90,239900,Diesel,10 800,199,SUV,,2014
107047,Volvo,Manuell,V40,14900,Bensin,22 560,160,Kombi,,2000
107048,Volvo,Automat,V70,27900,Bensin,36 000,199,Kombi,Hörby,2001
107049,Peugeot,Manuell,308,39500,Bensin,12 500,149,Halvkombi,,2010
107050,Ford,Manuell,FOCUS,35900,Miljöbränsle/Hybrid,12 700,125,Kombi,Sala,2008
107051,Hyundai,Manuell,I30,144800,Bensin,2 000,134,Kombi,Uppsala,2017
107052,SEAT,Manuell,IBIZA,99000,Bensin,2 360,89,Halvkombi,,2016
107053,Mitsubishi,Automat,OUTLANDER,410000,Miljöbränsle/Hybrid,1 473,121,SUV,,2018
107054,Peugeot,Manuell,308,79900,Bensin,6 230,119,Kombi,,2013
107055,Renault,Manuell,MEGANE,19900,Bensin,14 500 - 14 999,111,Kombi,Karlstad,2006
107056,Kia,Manuell,RIO,79900,Bensin,5 300,84,Halvkombi,,2014
107057,Kia,Automat,NIRO,214900,Miljöbränsle/Hybrid,1 651,104,SUV,,2018
107058,BMW,Automat,530,625800,Miljöbränsle/Hybrid,1,183,Sedan,,2019
107059,Mercedes-Benz,Automat,C220,339000,Diesel,450,170,Kombi,,2017
107060,Mercedes-Benz,Automat,E200,54900,Bensin,19 017,163,Sedan,Ljusdal,2006
107061,Skoda,Manuell,"OCT OMBI ELE 1,8",24900,Bensin,15 200,149,Kombi,Huddinge,2004
107062,Nissan,Manuell,PRIMERA,17000,Bensin,16 000,115,Halvkombi,Härryda,2006
107063,Pontiac,Automat,GRAND PRIX,19900,Bensin,14 390,202,Coupé,,2000
107064,Chevrolet,Automat,AVALANCHE,123750,Miljöbränsle/Hybrid,21 999,320,Yrkesfordon,,2008
107065,Nissan,Automat,JUKE,119900,Bensin,7 580,116,SUV,,2015
107066,Citroën,Manuell,Berling,235700,Bensin,0,110,Familjebuss,,2018
107067,Kia,Automat,SPORTAGE,328800,Bensin,0,176,SUV,,2019
107068,Opel,Manuell,Vivaro,299875,Diesel,200,145,Yrkesfordon,,2019
107069,Opel,Manuell,Corsa,125800,Bensin,1,89,Halvkombi,,2019
107070,Volvo,Automat,XC60,364900,Diesel,2 800,229,SUV,,2017
107071,Volvo,Automat,V60,159900,Bensin,12 850,163,Kombi,Falun,2013
107072,Peugeot,Automat,308,99900,Diesel,4 969,111,Halvkombi,,2013
107073,Volvo,Automat,XC60,279000,Diesel,3 949,190,Sedan,Värnamo,2017
107074,Opel,Manuell,Corsa,121400,Bensin,1,89,Halvkombi,Örebro,2018
107075,Subaru,Automat,LEGACY,279000,Bensin,3 900,175,Kombi,,2016
107076,Peugeot,Manuell,307,24900,Diesel,19 500,108,Kombi,,2008
107077,Volvo,Manuell,V70,99000,Diesel,14 800,108,Kombi,Luleå,2010
107078,Audi,Manuell,A4,11000,Bensin,29 500 - 29 999,170,Kombi,Karlskrona,2002
107079,Volkswagen,Automat,GOL,99000,Bensin,10 644,199,Halvkombi,,2009
107080,Volvo,Automat,V70,13900,Bensin,30 700,170,Kombi,Varberg,2002
107081,Mercedes-Benz,Automat,C220,319900,Diesel,2 700,170,Coupé,,2016
107082,Porsche,Manuell,BOXTER S,239000,Bensin,7 040,280,Cab,,2005
107083,Hyundai,Manuell,I30,84700,Diesel,9 932,110,Halvkombi,Knivsta,2014
107084,Toyota,Manuell,AYGO,39000,Bensin,13 000 - 13 499,68,Småbil,Norrköping,2012
107085,Volvo,Manuell,XC60,209900,Diesel,10 400,180,SUV,,2014
107086,Mercedes-Benz,Manuell,B180,59900,Diesel,21 561,108,Halvkombi,,2010
107087,Toyota,Automat,HILUX,229900,Diesel,6 121,171,Yrkesfordon,,2015
107088,Kia,Manuell,CEED,129900,Bensin,2 245,100,Halvkombi,,2017
107089,BMW,Automat,X5,655000,Diesel,0,258,SUV,,2018
107090,Toyota,Automat,YARIS,169000,Miljöbränsle/Hybrid,411,73,Halvkombi,,2018
107091,Subaru,Manuell,LEGACY,119900,Diesel,18 800,149,Kombi,,2012
107092,Toyota,Manuell,YARIS,79000,Bensin,6 708,99,Halvkombi,,2013
107093,Peugeot,Automat,308,189900,Bensin,1 205,130,Halvkombi,,2018
107094,Porsche,Automat,CAYENNE,279900,Diesel,14 500,244,SUV,,2012
107095,Volvo,Automat,V70,58000,Diesel,13 500 - 13 999,184,Kombi,Tranemo,2007
107096,Nissan,Automat,PATROL,59000,Diesel,28 000 - 28 499,157,SUV,Sigtuna,2002
107097,Audi,Automat,Q7,468000,Diesel,6 700,217,SUV,,2016
107098,Volvo,Manuell,V70,52000,Miljöbränsle/Hybrid,19 300,145,Kombi,,2009
107099,Fiat,Manuell,500,150900,Bensin,1,69,Halvkombi,Trelleborg,2018
107100,Mercedes-Benz,Automat,SPRINTER,215000,Diesel,12 569,190,Yrkesfordon,,2012
107101,Nissan,Automat,QASHQAI,147900,Bensin,8 890,115,SUV,,2015
107102,Opel,Manuell,Vectra,5900,Bensin,18 500 - 18 999,146,Sedan,Täby,2002
107103,Opel,Manuell,Combo,15000,Diesel,0,74,Yrkesfordon,Karlstad,2007
107104,Volvo,Automat,XC60,209900,Diesel,10 049,180,SUV,,2015
107105,Mazda,Manuell,3,139500,Bensin,5 509,119,SUV,,2016
107106,Peugeot,Manuell,307,15500,Bensin,22 500 - 22 999,136,-,Hässleholm,2006
107107,Mercedes-Benz,Automat,C200,329000,Bensin,1 931,183,Kombi,,2018
107108,Kia,Automat,SPORTAGE,275800,Diesel,0,136,SUV,,2019
107109,Kia,Manuell,CEED,109900,Diesel,8 375,127,Kombi,Malmö stad,2014
107110,Volkswagen,Automat,GOL,159900,Bensin,7 900,140,Kombi,,2015
107111,Audi,Automat,A4,164900,Bensin,9 235,210,Kombi,,2011
107112,Volkswagen,Manuell,PASSAT,24900,Bensin,25 000,149,Sedan,,2006
107113,BMW,Automat,X5,229000,Diesel,13 949,306,SUV,,2010
107114,Ford,Automat,MUSTANG,379500,Bensin,1 878,421,Coupé,,2017
107115,BMW,Automat,330,368700,Miljöbränsle/Hybrid,3 233,183,Sedan,,2017
107116,Volvo,Manuell,V40,164900,Diesel,6 267,114,Halvkombi,,2014
107117,Toyota,Automat,YARIS,139900,Bensin,1 590,111,Halvkombi,,2018
107118,BMW,Automat,435,418700,Diesel,2 742,312,Cab,,2015
107119,Mercedes-Benz,Automat,C220,459000,Diesel,3 700,170,SUV,,2017
107120,Volkswagen,Manuell,GOL,138500,Diesel,12 714,149,Halvkombi,,2013
107121,Ford,Manuell,MONDEO,109900,Diesel,15 700,140,Kombi,Sigtuna,2014
107122,Nissan,Automat,NV200,204900,El,3 552,108,Yrkesfordon,Värmdö,2015
107123,Toyota,Automat,PRIUS,114900,Miljöbränsle/Hybrid,12 700,99,Halvkombi,,2010
107124,Volvo,Automat,XC40,449900,Bensin,1 719,247,Sedan,,2018
107125,Volvo,Automat,V90,458900,Diesel,357,190,Kombi,,2019
107126,Renault,Manuell,MEGANE,169900,Bensin,2 365,220,Kombi,,2015
107127,Volvo,Manuell,V40,174900,Diesel,4 706,119,Halvkombi,,2016
107128,Volvo,Automat,V60,378900,Diesel,329,190,Kombi,,2019
107129,Renault,Manuell,KADJAR,159900,Bensin,4 752,130,-,,2016
107130,Volvo,Automat,V40,164900,Bensin,4 212,122,Halvkombi,,2016
107131,Volvo,Automat,V70,159900,Diesel,6 160,114,Kombi,,2014
107132,Volvo,Automat,XC60,309900,Diesel,6 968,220,Kombi,,2016
107133,Volvo,Automat,S90,399900,Diesel,2 592,190,Sedan,,2018
107134,Volvo,Automat,V40,189900,Diesel,7 554,119,Halvkombi,,2017
107135,Volvo,Automat,XC60,679900,Bensin,1 866,319,Kombi,,2018
107136,Volvo,Manuell,V40,139800,Bensin,7 328,122,Halvkombi,,2016
107137,Volvo,Automat,S90,399900,Diesel,3 734,190,Sedan,,2018
107138,Volvo,Automat,XC90,619900,Diesel,1 942,235,Kombi,,2019
107139,Volvo,Automat,V90,469900,Diesel,1 619,235,Kombi,,2018
107140,Renault,Manuell,CLIO,109900,Bensin,2 364,89,Halvkombi,,2016
107141,Renault,Manuell,CAPTUR,119900,Bensin,4 675,89,Halvkombi,,2016
107142,Renault,Manuell,MASTER,129900,Diesel,11 772,125,Yrkesfordon,,2013
107143,Renault,Manuell,CLIO,92900,Bensin,3 396,73,Halvkombi,,2016
107144,Ford,Manuell,FIESTA,89900,Bensin,3 099,80,Halvkombi,,2015
107145,Audi,Automat,R8,849000,Bensin,3 270,549,Coupé,,2014
107146,Volvo,Automat,V40,239900,Bensin,1 223,152,Halvkombi,,2018
107147,Volvo,Automat,V60,279900,Diesel,1 023,149,Kombi,,2018
107148,Volvo,Manuell,V40,184900,Diesel,4 495,119,Halvkombi,,2016
107149,Volvo,Automat,V40,189900,Diesel,3 161,119,Halvkombi,,2016
107150,Volvo,Manuell,V40,139900,Diesel,6 957,114,Halvkombi,,2014
107151,Volvo,Automat,V40,184900,Bensin,3 357,122,Halvkombi,,2016
107152,Volvo,Automat,V40,184900,Diesel,776,119,Halvkombi,,2017
107153,Renault,Manuell,CLIO,133500,Bensin,895,89,Halvkombi,,2018
107154,Renault,Manuell,CLIO,133500,Bensin,610,89,Halvkombi,,2018
107155,Volvo,Automat,XC90,629900,Bensin,1 244,250,Kombi,,2019
107156,Volvo,Automat,V40,198900,Diesel,3 968,119,Halvkombi,,2016
107157,Renault,Manuell,CAPTUR,129900,Bensin,3 575,89,-,,2015
107158,Volvo,Automat,V90,374500,Bensin,639,190,Kombi,,2019
107159,Volvo,Manuell,V40,174500,Diesel,4 882,119,Halvkombi,,2016
107160,Volvo,Automat,XC90,448900,Diesel,8 708,224,Kombi,,2016
107161,Volvo,Automat,V90,428900,Bensin,675,190,Kombi,,2019
107162,Volvo,Manuell,V40,228900,Bensin,893,152,Halvkombi,,2018
107163,Volvo,Manuell,V40,144900,Bensin,5 574,122,Halvkombi,,2016
107164,Ford,Manuell,FOCUS,114900,Bensin,4 281,100,Halvkombi,,2015
107165,Volvo,Automat,V60,268900,Diesel,899,149,Kombi,,2018
107166,Renault,Manuell,MEGANE,99800,Diesel,4 303,110,Kombi,,2016
107167,Volvo,Automat,XC60,349900,Diesel,4 709,220,Kombi,,2017
107168,Renault,Manuell,CAPTUR,124900,Bensin,3 796,89,-,,2015
107169,Volvo,Manuell,V40,152900,Bensin,5 190,122,Halvkombi,,2016
107170,Volvo,Automat,S90,399900,Bensin,1 379,254,Sedan,,2018
107171,Volvo,Manuell,XC60,349900,Diesel,110,149,Kombi,,2019
107172,Volvo,Manuell,XC40,339900,Diesel,387,149,Sedan,,2019
107173,BMW,Automat,525,36900,Bensin,21 000 - 21 499,191,Kombi,Upplands Väsby,2003
107174,Volvo,Manuell,V90,339900,Diesel,428,190,Kombi,,2019
107175,Volvo,Automat,XC60,229900,Diesel,7 061,180,Kombi,,2015
107176,Subaru,Manuell,LEGACY,15000,Bensin,35 000 - 39 999,164,Kombi,Botkyrka,2005
107177,Mercedes-Benz,Automat,SPRINTER,149000,Diesel,16 000,163,Yrkesfordon,,2013
107178,BMW,Automat,530,259000,Diesel,8 500 - 8 999,258,Kombi,Värmdö,2014
107179,Volkswagen,Automat,PASSAT,214900,Diesel,7 752,190,Kombi,,2016
107180,BMW,Manuell,116,55000,Diesel,19 000 - 19 499,115,Småbil,Hägersten-Liljeholmen,2011
107181,Volvo,Manuell,C70,85000,Diesel,20 000 - 20 499,184,Kombi,Karlshamn,2008
107182,Renault,Manuell,CLIO,69500,Bensin,10 200,89,Halvkombi,,2013
107183,Kia,Automat,NIRO,229000,Miljöbränsle/Hybrid,441,104,Halvkombi,,2018
107184,Volkswagen,Automat,PASSAT,59900,Miljöbränsle/Hybrid,15 600,149,Kombi,,2010
107185,Mazda,Manuell,2,109000,Bensin,11 000 - 11 499,164,Sedan,Örebro,2013
107186,Mercedes-Benz,Manuell,A200,200000,Diesel,3 500 - 3 999,136,Coupé,Norrköping,2014
107187,Fiat,Manuell,DOBL,212375,Miljöbränsle/Hybrid,1,119,Yrkesfordon,,2018
107188,Nissan,Manuell,QASHQAI,159900,Diesel,5 999,110,SUV,Örebro,2016
107189,Kia,Manuell,RIO,129000,Bensin,1 350,84,Halvkombi,,2017
107190,Ferrari,Automat,F142 458,1495000,Bensin,3 750,565,Coupé,,2011
107191,Renault,Manuell,MEGANE,39000,Miljöbränsle/Hybrid,13 971,110,Kombi,,2012
107192,Mitsubishi,Automat,OUTLANDER,209900,Miljöbränsle/Hybrid,9 470,121,SUV,Bromma,2014
107193,Opel,Manuell,Corsa,121400,Bensin,1,89,Halvkombi,,2019
107194,Dodge,Automat,RAM,230000,Diesel,16 500 - 16 999,308,Yrkesfordon,Sundsvall,2006
107195,Volkswagen,Manuell,TOUAREG,90000,Diesel,9 000 - 9 499,174,SUV,Västerås,2009
107196,Volkswagen,Manuell,SKÅP,69900,Diesel,16 500,136,Yrkesfordon,,2007
107197,Volvo,Manuell,V60,89500,Diesel,12 500,114,Kombi,Växjö,2012
107198,Audi,Automat,A5,229000,Diesel,14 750,244,Halvkombi,,2012
107199,Peugeot,Manuell,407,6000,Bensin,21 500 - 21 999,157,Sedan,Solna,2005
107200,Volvo,Manuell,V70,22000,Bensin,26 500 - 26 999,170,Kombi,Gävle,2001
107201,Opel,Manuell,Corsa,21500,Bensin,12 500 - 12 999,80,Småbil,Essunga,2005
107202,Kia,Manuell,CEED,44900,Bensin,13 400,121,Kombi,,2008
107203,Mercedes-Benz,Automat,C220,104000,Diesel,13 500 - 13 999,170,Sedan,Strängnäs,2011
107204,Renault,Manuell,MEGANE,49900,Miljöbränsle/Hybrid,9 000 - 9 499,110,Kombi,"Malmö, Centralt Söder",2010
107205,Renault,Manuell,CLIO,59900,Bensin,2 200,74,Halvkombi,,2012
107206,Kia,Manuell,CEED,28000,Diesel,26 500 - 26 999,115,Kombi,Halmstad,2010
107207,Citroën,Manuell,Berling,49900,Diesel,12 000,74,Yrkesfordon,,2013
107208,Mercedes-Benz,Automat,GLK220,232984,Diesel,7 490,170,SUV,,2014
107209,Peugeot,Manuell,307,4000,Bensin,19 000 - 19 499,108,Halvkombi,Landskrona,2003
107210,Kia,Automat,SPORTAGE,259900,Diesel,950,141,SUV,,2017
107211,Mazda,Automat,3,2929,Bensin,500 - 999,119,SUV,Nacka,2018
107212,Opel,Automat,Astra,99800,Bensin,9 183,115,Kombi,,2011
107213,Honda,Manuell,CR-V,19900,Bensin,27 000,149,SUV,,2004
107214,Toyota,Automat,AURIS,149900,Miljöbränsle/Hybrid,7 300,99,Halvkombi,Höör,2015
107215,BMW,Automat,525,42900,Diesel,27 000,176,Sedan,,2006
107216,Alfa Romeo,Automat,STELVIO,329000,Diesel,0,209,SUV,Kista-Hässelby-Vällingby-Spånga,2017
107217,Nissan,Manuell,NP300,55000,Diesel,12 500 - 12 999,133,-,Ovanåker,2011
107218,Ford,Manuell,KUGA,205400,Bensin,1,149,SUV,Nacka,2018
107219,Kia,Automat,CEED,220400,Bensin,1,140,Kombi,Huddinge,2019
107220,Kia,Manuell,PICANTO,42000,Bensin,13 210,84,Halvkombi,,2012
107221,Citroën,Manuell,C3,11500,Bensin,13 500 - 13 999,59,Småbil,"Malmö, Centralt Norr",2003
107222,BMW,Automat,X4,369000,Diesel,8 500,258,SUV,,2016
107223,Audi,Manuell,A4,139900,Diesel,12 300,170,Kombi,,2012
107224,Volvo,Manuell,V40,169900,Diesel,9 081,190,Halvkombi,,2016
107225,Volvo,Automat,V40,234900,Diesel,3 172,119,Halvkombi,,2018
107226,Volvo,Automat,V70,244500,Diesel,4 868,180,Kombi,,2016
107227,Volvo,Automat,V40,219900,Diesel,3 292,149,Halvkombi,,2017
107228,Volvo,Automat,V40,189500,Bensin,3 973,122,Halvkombi,,2016
107229,Volvo,Manuell,V40,154500,Diesel,5 068,119,Halvkombi,,2016
107230,Renault,Automat,MEGANE,229500,Bensin,1 351,205,Kombi,,2018
107231,Volvo,Automat,XC60,349000,Bensin,4 051,306,Kombi,Skövde,2017
107232,Volvo,Manuell,V60,219500,Diesel,3 200,190,Kombi,,2016
107233,Volvo,Automat,V90,399500,Diesel,1 924,190,Kombi,,2018
107234,Volvo,Automat,V60,289500,Miljöbränsle/Hybrid,6 025,163,Kombi,,2016
107235,Volvo,Manuell,V40,209500,Diesel,3 871,149,Halvkombi,,2017
107236,Renault,Manuell,CLIO,99500,Bensin,2 850,89,Halvkombi,,2015
107237,Volvo,Automat,XC60,289900,Diesel,4 527,190,SUV,"Göteborg, Hisingen",2016
107238,Renault,Manuell,KA,181125,Diesel,1,89,Yrkesfordon,,2018
107239,Volkswagen,Manuell,PASSAT,20000,Bensin,26 500 - 26 999,149,Kombi,Lund,2007
107240,Fiat,Manuell,DUCATO,39000,Diesel,20 000 - 20 499,127,-,Kungälv,2004
107241,Volkswagen,Automat,GOL,179000,Bensin,1 700,110,Halvkombi,,2017
107242,Mitsubishi,Manuell,GRANDIS,44900,Bensin,22 890,164,Familjebuss,,2008
107243,Ford,Manuell,FIESTA,185700,Bensin,0,100,Halvkombi,Hässleholm,2019
107244,Volvo,Manuell,V60,105000,Diesel,12 000,114,Kombi,"Göteborg, Östra Göteborg",2012
107245,Ford,Manuell,FOCUS,16000,Bensin,16 500 - 16 999,100,Kombi,Växjö,2004
107246,Volvo,Manuell,V60,84900,Diesel,18 500 - 18 999,163,Kombi,Sandviken,2012
107247,Audi,Automat,Q5,249900,Diesel,7 964,190,SUV,,2015
107248,Skoda,Manuell,Octavia,59900,Diesel,13 400,104,Kombi,,2010
107249,Citroën,Automat,C5,129900,Diesel,14 834,204,Kombi,,2014
107250,Volvo,Automat,C70,173000,Diesel,15 155,214,Kombi,,2012
107251,Opel,Manuell,Astra,140000,Diesel,5 118,110,Kombi,"Göteborg, Hisingen",2017
107252,Jaguar,Automat,XF,569000,Diesel,1 400,240,Kombi,,2017
107253,Ford,Manuell,TRANSIT,215000,Diesel,2 986,130,Yrkesfordon,,2018
107254,Volkswagen,Manuell,AMAROK,154700,Diesel,8 043,140,Yrkesfordon,"Göteborg, Hisingen",2013
107255,Citroën,Automat,Xsara,22900,Bensin,9 477,136,Familjebuss,Örebro,2006
107256,Peugeot,Manuell,EXPERT,35000,Diesel,14 710,127,Yrkesfordon,,2012
107257,Lexus,Automat,IS300,182000,Miljöbränsle/Hybrid,15 737,180,Sedan,"Göteborg, Hisingen",2014
107258,Volvo,Manuell,V70,52900,Diesel,24 000 - 24 499,163,Kombi,Norrköping,2009
107259,Mercedes-Benz,Automat,E220,134900,Diesel,17 464,170,Sedan,,2012
107260,Toyota,Manuell,AYGO,79900,Bensin,2 308,69,Halvkombi,,2016
107261,Audi,Manuell,A4,49900,Bensin,19 900,199,Sedan,Lerum,2017
107262,Opel,Manuell,Mokka,169500,Bensin,5 600,140,SUV,,2017
107263,Toyota,Manuell,YARIS,13000,Bensin,19 086,85,Halvkombi,,2002
107264,Mercedes-Benz,Manuell,C200,33000,Bensin,13 397,163,Sedan,"Göteborg, Hisingen",2003
107265,Volkswagen,Automat,Shuttle,92500,Bensin,13 619,235,Familjebuss,,2007
107266,BMW,Automat,520,205000,Diesel,2 858,183,Kombi,Södertälje,2014
107267,Volvo,Automat,V60,180000,Diesel,11 262,190,Kombi,"Göteborg, Hisingen",2016
107268,Ford,Manuell,1N2     MAVERIC,25500,Bensin,21 500 - 21 999,149,SUV,Östersund,2007
107269,Ford,Manuell,FOCUS,95600,Miljöbränsle/Hybrid,7 485,149,Kombi,,2014
107270,Audi,Manuell,A5,190000,Diesel,8 296,190,Halvkombi,,2016
107271,Nissan,Automat,NAVARA,175000,Diesel,13 344,231,Yrkesfordon,Södertälje,2016
107272,Mercedes-Benz,Automat,639  115 CDI,70000,Diesel,13 724,149,Familjebuss,"Göteborg, Hisingen",2009
107273,BMW,Manuell,525,15500,Bensin,35 000 - 39 999,191,Sedan,Strängnäs,2001
107274,Volkswagen,Manuell,GOL,45900,Diesel,23 000 - 23 499,140,Halvkombi,Luleå,2007
107275,Toyota,Automat,RAV4,179900,Bensin,7 396,150,SUV,,2013
107276,Mercedes-Benz,Automat,E200,79900,Bensin,39 900,163,Sedan,Knivsta,2012
